accession,seq_len,epitope_density,n_epitope_residues,model_family,method,auroc,auprc,precision_at_k,source_probe_rows_path
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),attention_weights,0.4050179211469534,0.1432307100669558,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),integrated_gradients,0.4917562724014337,0.1467387910257959,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),random_mean,0.4995197132616487,0.178209007757758,0.1420000052452087,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),residue_head,0.3378039215686274,0.0475371643583893,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),attention_weights,0.5821176470588235,0.0755589820041447,0.0333333350718021,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),integrated_gradients,0.3187450980392157,0.0459123710858356,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),random_mean,0.4917901960784313,0.0742557364264243,0.0586666689068079,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY75,107,0.1401869158878504,15,MTL (05 frozen),residue_head,0.6355072463768116,0.1904696012206321,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY75,107,0.1401869158878504,15,MTL (05 frozen),attention_weights,0.408695652173913,0.1182866460825027,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY75,107,0.1401869158878504,15,MTL (05 frozen),integrated_gradients,0.4615942028985507,0.1461846388924802,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY75,107,0.1401869158878504,15,MTL (05 frozen),random_mean,0.4903840579710145,0.1712774007134354,0.1313333391398191,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6R1,83,0.3614457831325301,30,MTL (05 frozen),residue_head,0.5773584905660377,0.433083320121124,0.4333333373069763,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6R1,83,0.3614457831325301,30,MTL (05 frozen),attention_weights,0.540251572327044,0.4150306845888278,0.4000000059604645,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6R1,83,0.3614457831325301,30,MTL (05 frozen),integrated_gradients,0.1918238993710691,0.2420420718822761,0.1000000014901161,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6R1,83,0.3614457831325301,30,MTL (05 frozen),random_mean,0.5025849056603774,0.3981592117943016,0.3703333409130573,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AEU1,437,0.034324942791762,15,MTL (05 frozen),residue_head,0.6325434439178514,0.0453104326448681,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AEU1,437,0.034324942791762,15,MTL (05 frozen),attention_weights,0.3443917851500789,0.0262404154405555,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AEU1,437,0.034324942791762,15,MTL (05 frozen),integrated_gradients,0.5296998420221168,0.0399911158699259,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AEU1,437,0.034324942791762,15,MTL (05 frozen),random_mean,0.5037124802527646,0.0486629670404535,0.0360000018775463,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AET4,180,0.0833333333333333,15,MTL (05 frozen),residue_head,0.9276767676767677,0.5905085285085284,0.4666666686534881,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AET4,180,0.0833333333333333,15,MTL (05 frozen),attention_weights,0.4387878787878788,0.0745469929407764,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AET4,180,0.0833333333333333,15,MTL (05 frozen),integrated_gradients,0.6197979797979798,0.1518751724620187,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AET4,180,0.0833333333333333,15,MTL (05 frozen),random_mean,0.5067676767676769,0.1118158059431811,0.0926666704565286,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q2KN26,83,0.3132530120481928,26,MTL (05 frozen),residue_head,0.6261808367071525,0.4273871305629694,0.3846153914928436,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q2KN26,83,0.3132530120481928,26,MTL (05 frozen),attention_weights,0.4743589743589743,0.2915362482539217,0.2307692319154739,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q2KN26,83,0.3132530120481928,26,MTL (05 frozen),integrated_gradients,0.1977058029689609,0.2062874027777056,0.1153846159577369,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q2KN26,83,0.3132530120481928,26,MTL (05 frozen),random_mean,0.5047435897435899,0.3551104082823224,0.3188461624085903,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P28744,392,0.1224489795918367,48,MTL (05 frozen),residue_head,0.3918968023255814,0.1048867571863653,0.0625,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P28744,392,0.1224489795918367,48,MTL (05 frozen),attention_weights,0.592296511627907,0.1550300959007593,0.1458333283662796,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P28744,392,0.1224489795918367,48,MTL (05 frozen),integrated_gradients,0.4001332364341085,0.1038199637867607,0.0833333358168602,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P28744,392,0.1224489795918367,48,MTL (05 frozen),random_mean,0.4995233769379845,0.1356023325274883,0.1220833326503634,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A140KPR6,343,0.4489795918367347,154,MTL (05 frozen),residue_head,0.429361643647358,0.4107223473476364,0.3896103799343109,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A140KPR6,343,0.4489795918367347,154,MTL (05 frozen),attention_weights,0.4893149178863464,0.4499057749835372,0.4285714328289032,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A140KPR6,343,0.4489795918367347,154,MTL (05 frozen),integrated_gradients,0.536384250669965,0.4983332505222902,0.4870129823684692,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A140KPR6,343,0.4489795918367347,154,MTL (05 frozen),random_mean,0.4998158455301312,0.4579727050128723,0.4503246754407882,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A1KXH6,219,0.136986301369863,30,MTL (05 frozen),residue_head,0.5950617283950617,0.1630304884436015,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A1KXH6,219,0.136986301369863,30,MTL (05 frozen),attention_weights,0.4985890652557319,0.1510774710092779,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A1KXH6,219,0.136986301369863,30,MTL (05 frozen),integrated_gradients,0.2238095238095238,0.0864927374439803,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A1KXH6,219,0.136986301369863,30,MTL (05 frozen),random_mean,0.4984673721340388,0.1553456019003677,0.1356666709110141,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6Y1G3,132,0.1136363636363636,15,MTL (05 frozen),residue_head,0.7977207977207977,0.4204810343449289,0.4666666686534881,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6Y1G3,132,0.1136363636363636,15,MTL (05 frozen),attention_weights,0.4672364672364671,0.1183769407804213,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6Y1G3,132,0.1136363636363636,15,MTL (05 frozen),integrated_gradients,0.4695156695156695,0.1056228991724793,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6Y1G3,132,0.1136363636363636,15,MTL (05 frozen),random_mean,0.4984900284900284,0.1404401928133704,0.1040000040829181,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A482J3M1,844,0.0770142180094786,65,MTL (05 frozen),residue_head,0.8544682531845561,0.3942728895679978,0.3692307770252228,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A482J3M1,844,0.0770142180094786,65,MTL (05 frozen),attention_weights,0.3366446134096968,0.0543040852462361,0.0153846153989434,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A482J3M1,844,0.0770142180094786,65,MTL (05 frozen),integrated_gradients,0.4674632171422929,0.0673035928328585,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A482J3M1,844,0.0770142180094786,65,MTL (05 frozen),random_mean,0.497564332971265,0.0825597524077316,0.0736923088412731,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6XZL9,125,0.184,23,MTL (05 frozen),residue_head,0.6939471440750213,0.2776860413225279,0.260869562625885,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6XZL9,125,0.184,23,MTL (05 frozen),attention_weights,0.2821824381926683,0.1286617439687304,0.0434782616794109,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6XZL9,125,0.184,23,MTL (05 frozen),integrated_gradients,0.2570332480818414,0.1239236104858623,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6XZL9,125,0.184,23,MTL (05 frozen),random_mean,0.5069906223358909,0.2138512047222514,0.1843478243052959,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A5X5X4,155,0.1935483870967742,30,MTL (05 frozen),residue_head,0.8170666666666667,0.6196316369191921,0.6000000238418579,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A5X5X4,155,0.1935483870967742,30,MTL (05 frozen),attention_weights,0.4029333333333333,0.1636757169591066,0.1000000014901161,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A5X5X4,155,0.1935483870967742,30,MTL (05 frozen),integrated_gradients,0.2674666666666667,0.1316951434123173,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A5X5X4,155,0.1935483870967742,30,MTL (05 frozen),random_mean,0.495848,0.2180122932066343,0.1923333381861448,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6YJM8,536,0.0279850746268656,15,MTL (05 frozen),residue_head,0.6954574536148432,0.1213537581438517,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6YJM8,536,0.0279850746268656,15,MTL (05 frozen),attention_weights,0.4243122200895714,0.0298773012110136,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6YJM8,536,0.0279850746268656,15,MTL (05 frozen),integrated_gradients,0.9877159309021112,0.6022501187609547,0.5333333611488342,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A6P6YJM8,536,0.0279850746268656,15,MTL (05 frozen),random_mean,0.5113781190019194,0.0413544146924594,0.0340000016987323,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q8RYC0,306,0.4444444444444444,136,MTL (05 frozen),residue_head,0.5666089965397924,0.5009725229543364,0.4926470518112182,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q8RYC0,306,0.4444444444444444,136,MTL (05 frozen),attention_weights,0.4862456747404845,0.4192796034252901,0.4779411852359772,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q8RYC0,306,0.4444444444444444,136,MTL (05 frozen),integrated_gradients,0.3525519031141868,0.3486178459150218,0.3235294222831726,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q8RYC0,306,0.4444444444444444,136,MTL (05 frozen),random_mean,0.4990471453287196,0.4516082707041842,0.4434558817744255,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01887,119,0.1092436974789916,13,MTL (05 frozen),residue_head,0.4201741654571843,0.1000253669777806,0.0769230797886848,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01887,119,0.1092436974789916,13,MTL (05 frozen),attention_weights,0.862844702467344,0.3433444732366502,0.3076923191547394,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01887,119,0.1092436974789916,13,MTL (05 frozen),integrated_gradients,0.2772133526850507,0.0769575778389942,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01887,119,0.1092436974789916,13,MTL (05 frozen),random_mean,0.4994121915820029,0.1404854149345085,0.106153848990798,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P82615,228,0.3114035087719298,71,MTL (05 frozen),residue_head,0.8541311563649412,0.7289509606325917,0.6619718074798584,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P82615,228,0.3114035087719298,71,MTL (05 frozen),attention_weights,0.6020453933793847,0.4050399579203153,0.3943662047386169,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P82615,228,0.3114035087719298,71,MTL (05 frozen),integrated_gradients,0.4126670853144343,0.2551319985190238,0.1830985844135284,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P82615,228,0.3114035087719298,71,MTL (05 frozen),random_mean,0.4985619449179151,0.3267313180892879,0.3119718308746815,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P51437,172,0.0813953488372093,14,MTL (05 frozen),residue_head,0.6360759493670887,0.1062235866636229,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P51437,172,0.0813953488372093,14,MTL (05 frozen),attention_weights,0.2879746835443038,0.057780266383082,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P51437,172,0.0813953488372093,14,MTL (05 frozen),integrated_gradients,0.4660940325497287,0.0775423556412557,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P51437,172,0.0813953488372093,14,MTL (05 frozen),random_mean,0.5054656419529837,0.1081232442807295,0.0821428604423999,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01837,107,0.1401869158878504,15,MTL (05 frozen),residue_head,0.5123188405797101,0.1703340247432936,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01837,107,0.1401869158878504,15,MTL (05 frozen),attention_weights,0.5123188405797101,0.2259893944253234,0.2000000029802322,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01837,107,0.1401869158878504,15,MTL (05 frozen),integrated_gradients,0.9528985507246376,0.7410995713188695,0.6666666865348816,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01837,107,0.1401869158878504,15,MTL (05 frozen),random_mean,0.4913840579710144,0.171187290761327,0.1306666716188192,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q6S5I3,108,0.5092592592592593,55,MTL (05 frozen),residue_head,0.6463121783876501,0.5935571093874066,0.581818163394928,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q6S5I3,108,0.5092592592592593,55,MTL (05 frozen),attention_weights,0.5135506003430532,0.4956130030934046,0.5272727012634277,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q6S5I3,108,0.5092592592592593,55,MTL (05 frozen),integrated_gradients,0.3060034305317324,0.3899809399050061,0.3636363744735718,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q6S5I3,108,0.5092592592592593,55,MTL (05 frozen),random_mean,0.4991457975986278,0.5273345322045968,0.5087272733449936,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A8DUK4,147,0.5306122448979592,78,MTL (05 frozen),residue_head,0.2956150130063174,0.4048144799693274,0.4230769276618957,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A8DUK4,147,0.5306122448979592,78,MTL (05 frozen),attention_weights,0.6636937941285767,0.6691532264847072,0.6282051205635071,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A8DUK4,147,0.5306122448979592,78,MTL (05 frozen),integrated_gradients,0.5611296915644742,0.6054867200151478,0.5641025900840759,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A8DUK4,147,0.5306122448979592,78,MTL (05 frozen),random_mean,0.5037736900780379,0.5489688693224255,0.5302564209699631,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHR0,176,0.1136363636363636,20,MTL (05 frozen),residue_head,0.3977564102564102,0.0913118401762125,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHR0,176,0.1136363636363636,20,MTL (05 frozen),attention_weights,0.2644230769230769,0.076409277148841,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHR0,176,0.1136363636363636,20,MTL (05 frozen),integrated_gradients,0.291025641025641,0.0786991613395021,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHR0,176,0.1136363636363636,20,MTL (05 frozen),random_mean,0.4982403846153845,0.1323751197858108,0.1085000021010637,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHD2,171,0.087719298245614,15,MTL (05 frozen),residue_head,0.638888888888889,0.1907962078017962,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHD2,171,0.087719298245614,15,MTL (05 frozen),attention_weights,0.4551282051282051,0.0968510574608626,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHD2,171,0.087719298245614,15,MTL (05 frozen),integrated_gradients,0.202991452991453,0.0554818191146023,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A2BHD2,171,0.087719298245614,15,MTL (05 frozen),random_mean,0.4889529914529915,0.1106393450018385,0.0853333369642496,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (06 top1_unfrozen),residue_head,0.48973964345261,0.5225214649180442,0.5652173757553101,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_top1_unfrozen_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (06 top1_unfrozen),attention_weights,0.6310760548929075,0.6321485521246388,0.6304348111152649,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_top1_unfrozen_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (06 top1_unfrozen),integrated_gradients,0.3988713607797871,0.4624376800305073,0.4855072498321533,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_top1_unfrozen_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (06 top1_unfrozen),random_mean,0.4966365268693087,0.5559651753796656,0.5479710030555726,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_top1_unfrozen_probing_rows.csv
P49372,154,0.6428571428571429,99,MTL (06 top1_unfrozen),residue_head,0.6574839302112029,0.7981704151053083,0.7272727489471436,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_top1_unfrozen_probing_rows.csv
P49372,154,0.6428571428571429,99,MTL (06 top1_unfrozen),attention_weights,0.2690541781450872,0.5073076070875997,0.5454545617103577,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_top1_unfrozen_probing_rows.csv
P49372,154,0.6428571428571429,99,MTL (06 top1_unfrozen),integrated_gradients,0.3750229568411387,0.5868515258635717,0.5757575631141663,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_top1_unfrozen_probing_rows.csv
